订单id,服务名称,服务内容,商家名称,商家ID,所属地区,所属经营单元,商家类型,合作商品渠道,合作商品类型,订单状态,签约模式,佣金状态,佣金策略,抽佣模式,所属行业,服务时间,服务时长,跟进人UID,跟进人昵称,跟进人岗位名称,订单取消原因
7552000903860635682,平台代运营服务,代运营,襄城县七彩虹化妆品店,7160626474452518926,许昌市-襄城县,许昌2区（新）,总部账户,,,服务中,区域服务模式,未设置,商品自定义比例抽佣,固定抽佣,综合-丽人行业,2025-09-21 ~ 2026-09-20,365天,3101044949653036,襄县（龙）-刘一航,襄县BD,
7551997481543632936,平台代运营服务,代运营,襄县Cc家女装一站式,7440905444240934931,许昌市-襄城县,许昌2区（新）,总部账户,,,订单终止,区域服务模式,,统一比例抽佣,固定抽佣,综合-进场零售行业,2025-09-21 ~ 2026-09-19,364天,1250604322671715,襄县（龙）黄炬,襄县BD,商户取消了本次合作
7551993776399452201,平台代运营服务,代运营,北关折扣店,7537503674571016207,许昌市-禹州市,许昌2区（新）,总部账户,,,服务中,区域服务模式,已设置,统一比例抽佣,固定抽佣,综合-进场零售行业,2025-09-21 ~ 2026-09-19,364天,617291016863258,禹州（龙）付禹博,禹州BD,
7551983097850349608,平台代运营服务,代运营,姚记羊肉汤烩面(东大街店),7551976224332072995,许昌市-鄢陵县,许昌2区（新）,总部账户,,,服务中,区域服务模式,已设置,统一比例抽佣,固定抽佣,餐饮行业,2025-09-21 ~ 2026-09-20,365天,4388887347861192,鄢陵（龙）-梁艳聪,鄢陵BD,
7551743421191751734,平台代运营服务,代运营,流浪火锅,7551738622656022563,许昌市-禹州市,许昌2区（新）,总部账户,,,订单终止,区域服务模式,,统一比例抽佣,固定抽佣,餐饮行业,2025-09-20 ~ 2026-09-19,365天,3569487383380235,禹州（龙）崔渊博,禹州BD,超时自动取消合作
7551738461305358372,平台代运营服务,代运营,手工饺子馆,7551700324193519670,许昌市-禹州市,许昌2区（新）,总部账户,,,订单取消,区域服务模式,,统一比例抽佣,固定抽佣,餐饮行业,2025-09-20 ~ 2026-09-19,365天,42234682544713,禹州（龙）-宋明阳,禹州BD,该订单已超过服务开始时间
7551740582121752591,平台代运营服务,代运营,鄢陵县华春家装驿站,7551739428893444146,许昌市-鄢陵县,许昌2区（新）,总部账户,,,服务中,区域服务模式,已设置,统一比例抽佣,固定抽佣,综合-LE行业,2025-09-20 ~ 2026-09-19,365天,4388887347861192,鄢陵（龙）-梁艳聪,鄢陵BD,
7551738574807615528,平台代运营服务,代运营,足享堂,7541806730775152676,许昌市-禹州市,许昌2区（新）,总部账户,,,服务中,区域服务模式,已设置,统一比例抽佣,固定抽佣,综合-休娱行业,2025-09-20 ~ 2026-09-01,347天,42234682544713,禹州（龙）-宋明阳,禹州BD,
7551733403536902184,平台代运营服务,代运营,禹州市爱熙儿烘焙店,7103556897046792224,许昌市-禹州市,许昌2区（新）,总部账户,,,订单完成,区域服务模式,,商品自定义比例抽佣,固定抽佣,餐饮行业,2025-09-20 ~ 2025-12-31,103天,552387276712204,王朝飞,操盘手,
7551713064140687395,平台代运营服务,代运营,新视觉眼镜(七紫路店),7551712184205396008,许昌市-襄城县,许昌2区（新）,总部账户,,,服务中,区域服务模式,已设置,统一比例抽佣,固定抽佣,综合-进场零售行业,2025-09-20 ~ 2026-09-18,364天,1250604322671715,襄县（龙）黄炬,襄县BD,
7551708397876430898,平台代运营服务,代运营,麦麦品牌折扣仓,7548339635550767144,许昌市-禹州市,许昌2区（新）,总部账户,,,服务中,区域服务模式,已设置,统一比例抽佣,固定抽佣,综合-进场零售行业,2025-09-20 ~ 2026-09-19,365天,1715711029027582,禹州（龙）-徐世博,禹州BD,
7551704195490449451,平台代运营服务,代运营,清耳可视采耳,7550088048843720730,许昌市-鄢陵县,许昌2区（新）,总部账户,,,服务中,区域服务模式,已设置,统一比例抽佣,固定抽佣,综合-休娱行业,2025-09-20 ~ 2026-09-04,350天,2414976262742628,鄢陵（龙）-张跃辉,鄢陵BD,
7551703641057839114,平台代运营服务,代运营,LK男士理发馆,7411527118721206310,许昌市-禹州市,许昌2区（新）,总部账户,,,服务中,区域服务模式,未设置,商品自定义比例抽佣,固定抽佣,综合-丽人行业,2025-09-20 ~ 2026-09-19,365天,1715711029027582,禹州（龙）-徐世博,禹州BD,
7551698732888508425,平台代运营服务,代运营,群瑞美甲工作室,7547162252634277928,许昌市-禹州市,许昌2区（新）,总部账户,,,服务中,区域服务模式,已设置,统一比例抽佣,固定抽佣,综合-丽人行业,2025-09-20 ~ 2026-09-18,364天,617291016863258,禹州（龙）付禹博,禹州BD,
7551696311427975202,平台代运营服务,代运营,佰壹美妆造型,7270351603775997967,许昌市-鄢陵县,许昌2区（新）,总部账户,,,服务中,区域服务模式,已设置,统一比例抽佣,固定抽佣,综合-丽人行业,2025-09-20 ~ 2026-09-19,365天,2722834096868398,鄢陵（龙）-张帅兵,鄢陵BD,
7551616862245767206,平台代运营服务,代运营,水云涧欧韩时尚名品,7441423659803936803,许昌市-鄢陵县,许昌2区（新）,总部账户,,,服务中,区域服务模式,已设置,统一比例抽佣,固定抽佣,综合-进场零售行业,2025-09-20 ~ 2026-09-19,365天,3996100405240244,鄢陵（龙）张帅豪,鄢陵BD,
7551615877982095411,平台代运营服务,代运营,蛋壳酒馆,7545078352966502438,许昌市-鄢陵县,许昌2区（新）,总部账户,,,服务中,区域服务模式,已设置,统一比例抽佣,固定抽佣,综合-休娱行业,2025-09-20 ~ 2026-09-02,348天,2414976262742628,鄢陵（龙）-张跃辉,鄢陵BD,
7551609479411451919,平台代运营服务,代运营,樊蛋烧烤,7513870823120308261,许昌市-鄢陵县,许昌2区（新）,总部账户,,,服务中,区域服务模式,已设置,统一比例抽佣,固定抽佣,餐饮行业,2025-09-20 ~ 2026-09-04,350天,2414976262742628,鄢陵（龙）-张跃辉,鄢陵BD,
7551607571569002530,平台代运营服务,代运营,禹州市童年纪精致孕婴童摄影,6816558231993747464,许昌市-禹州市,许昌2区（新）,总部账户,,,服务中,区域服务模式,已设置,统一比例抽佣,固定抽佣,综合-LE行业,2025-09-20 ~ 2026-09-19,365天,552387276712204,王朝飞,操盘手,
7551601017654380594,平台代运营服务,代运营,咔恰占,7545683772948154395,许昌市-禹州市,许昌2区（新）,总部账户,,,订单终止,区域服务模式,,商品自定义比例抽佣,固定抽佣,综合-休娱行业,2025-09-20 ~ 2026-09-19,365天,7030138740922,禹州业务-孙帅兵,禹州运营岗,商户取消了本次合作
7551344753222076457,平台代运营服务,代运营,妤肤希美容店,7550915009956202532,许昌市-襄城县,许昌2区（新）,总部账户,,,服务中,区域服务模式,待管理员/商家确认,统一比例抽佣,固定抽佣,综合-丽人行业,2025-09-19 ~ 2026-09-18,365天,3101044949653036,襄县（龙）-刘一航,襄县BD,
7551329849408161828,平台代运营服务,代运营,天伟数字生活馆,7359485841607116800,许昌市-鄢陵县,许昌2区（新）,总部账户,,,服务中,区域服务模式,已设置,统一比例抽佣,固定抽佣,综合-休娱行业,2025-09-19 ~ 2026-09-18,365天,4388887347861192,鄢陵（龙）-梁艳聪,鄢陵BD,
7551318191147403314,平台代运营服务,代运营,从衣开始女装店,7263654750288087079,许昌市-鄢陵县,许昌2区（新）,总部账户,,,服务中,区域服务模式,已设置,统一比例抽佣,固定抽佣,综合-进场零售行业,2025-09-19 ~ 2026-09-18,365天,4388887347861192,鄢陵（龙）-梁艳聪,鄢陵BD,
7551312585807972406,平台代运营服务,代运营,禹州市蓝调烤肉店,7083449150020257803,许昌市-禹州市,许昌2区（新）,总部账户,,,服务中,区域服务模式,未设置,商品自定义比例抽佣,固定抽佣,餐饮行业,2025-09-19 ~ 2026-09-18,365天,1715711029027582,禹州（龙）-徐世博,禹州BD,
7551300557777012782,平台代运营服务,代运营,小马专业足疗修脚,7551301155117074474,许昌市-襄城县,许昌2区（新）,总部账户,,,服务中,区域服务模式,已设置,统一比例抽佣,固定抽佣,综合-休娱行业,2025-09-19 ~ 2026-09-18,365天,3101044949653036,襄县（龙）-刘一航,襄县BD,
7551276406517745705,平台代运营服务,代运营,禹州市青红美容店,7310474719626299427,许昌市-禹州市,许昌2区（新）,总部账户,,,服务中,区域服务模式,未设置,商品自定义比例抽佣,固定抽佣,综合-丽人行业,2025-09-19 ~ 2026-09-18,365天,1715711029027582,禹州（龙）-徐世博,禹州BD,
7551252522338420799,平台代运营服务,代运营,晨园百货超市,7549027207688128531,许昌市-禹州市,许昌2区（新）,总部账户,,,服务中,区域服务模式,已设置,统一比例抽佣,固定抽佣,综合-进场零售行业,2025-09-19 ~ 2026-09-10,357天,7030138740922,禹州业务-孙帅兵,禹州运营岗,
7551144224159746058,平台代运营服务,代运营,吉祥包子胡辣汤,7361283649860175872,许昌市-鄢陵县,许昌2区（新）,总部账户,,,服务中,区域服务模式,已设置,统一比例抽佣,固定抽佣,餐饮行业,2025-09-19 ~ 2026-09-18,365天,4388887347861192,鄢陵（龙）-梁艳聪,鄢陵BD,
7551027109884479538,平台代运营服务,代运营,巴蜀记(东城区店),7030766421655980047,许昌市-魏都区,许昌1区（新）,总部账户,,,订单终止,区域服务模式,,统一比例抽佣,固定抽佣,餐饮行业,2025-09-18 ~ 2026-09-17,365天,1192310341384376,许昌（凤）-袁飞,许昌总部运营岗,服务商取消了本次合作
7551000428901877769,平台代运营服务,代运营,吉祥包子胡辣汤,7361283649860175872,许昌市-鄢陵县,许昌2区（新）,总部账户,,,订单取消,区域服务模式,,统一比例抽佣,固定抽佣,餐饮行业,2025-09-18 ~ 2026-09-17,365天,4388887347861192,鄢陵（龙）-梁艳聪,鄢陵BD,该订单已超过服务开始时间
7550997434677397542,平台代运营服务,代运营,卢军亚药膳园,7402810264510334991,许昌市-建安区,许昌1区（新）,总部账户,,,订单终止,区域服务模式,,统一比例抽佣,固定抽佣,综合-休娱行业,2025-09-18 ~ 2026-09-17,365天,4358901025749068,许昌（凤）-马志菲,许昌总部运营岗,平台取消了本次合作
7550995937520011318,平台代运营服务,代运营,莲城伊香阁,7544961149432547379,许昌市-魏都区,许昌1区（新）,总部账户,,,订单终止,区域服务模式,,统一比例抽佣,固定抽佣,餐饮行业,2025-09-18 ~ 2026-09-17,365天,1192310341384376,许昌（凤）-袁飞,许昌总部运营岗,平台取消了本次合作
7550989724602058790,平台代运营服务,代运营,许昌市艾米叮铛网络科技有限公司,7364669995021862924,许昌市-襄城县,许昌2区（新）,总部账户,,,服务中,区域服务模式,未设置,商品自定义比例抽佣,固定抽佣,综合-进场零售行业,2025-09-18 ~ 2026-09-17,365天,1080153489292476,襄县（龙）-郝世博,襄县BD,
7550986471151487012,平台代运营服务,代运营,棋思妙想,7550984989664348179,许昌市-鄢陵县,许昌2区（新）,总部账户,,,服务中,区域服务模式,待管理员/商家确认,统一比例抽佣,固定抽佣,综合-休娱行业,2025-09-18 ~ 2026-09-02,350天,2414976262742628,鄢陵（龙）-张跃辉,鄢陵BD,
7550976588335138862,平台代运营服务,代运营,佳美奇(范湖店),7535392376253532206,许昌市-襄城县,许昌2区（新）,总部账户,,,服务中,区域服务模式,已设置,统一比例抽佣,固定抽佣,餐饮行业,2025-09-18 ~ 2026-09-17,365天,1250604322671715,襄县（龙）黄炬,襄县BD,
7550962396253784083,平台代运营服务,代运营,鲜多多·生活超市(鄢陵店),7550906363384219657,许昌市-鄢陵县,许昌2区（新）,总部账户,,,服务中,区域服务模式,已设置,统一比例抽佣,固定抽佣,综合-进场零售行业,2025-09-18 ~ 2026-09-17,365天,4388887347861192,鄢陵（龙）-梁艳聪,鄢陵BD,
7550963669343455242,平台代运营服务,代运营,悦己女装,7550958964159105051,许昌市-襄城县,许昌2区（新）,总部账户,,,订单终止,区域服务模式,,统一比例抽佣,固定抽佣,综合-LE行业,2025-09-18 ~ 2026-09-17,365天,1250604322671715,襄县（龙）黄炬,襄县BD,商户取消了本次合作
7550947845336713255,平台代运营服务,代运营,旋悦台球俱乐部,7550940839325829160,许昌市-鄢陵县,许昌2区（新）,总部账户,,,服务中,区域服务模式,已设置,统一比例抽佣,固定抽佣,综合-LE行业,2025-09-19 ~ 2026-09-18,365天,3996100405240244,鄢陵（龙）张帅豪,鄢陵BD,
7550945932116756530,平台代运营服务,代运营,养怡轩美容养生,7550934681617745970,许昌市-鄢陵县,许昌2区（新）,总部账户,,,服务中,区域服务模式,已设置,统一比例抽佣,固定抽佣,综合-丽人行业,2025-09-18 ~ 2026-09-17,365天,4388887347861192,鄢陵（龙）-梁艳聪,鄢陵BD,
7550895528784529408,平台代运营服务,代运营,宏图购物广场,7550900461851969579,许昌市-禹州市,许昌2区（新）,总部账户,,,订单终止,区域服务模式,,统一比例抽佣,固定抽佣,综合-进场零售行业,2025-09-18 ~ 2026-09-10,358天,7030138740922,禹州业务-孙帅兵,禹州运营岗,服务商取消了本次合作
7550894886313789459,平台代运营服务,代运营,成都担担面,7549394394772785161,许昌市-禹州市,许昌2区（新）,总部账户,,,服务中,区域服务模式,已设置,统一比例抽佣,固定抽佣,餐饮行业,2025-09-18 ~ 2026-09-16,364天,2007087309661498,禹州（龙）杨双雨,禹州BD,
7550881430244509696,平台代运营服务,代运营,襄城县襄选郏县饸饹面,7546869013234698294,许昌市-襄城县,许昌2区（新）,总部账户,,,订单终止,区域服务模式,,统一比例抽佣,固定抽佣,餐饮行业,2025-09-18 ~ 2026-09-17,365天,1250604322671715,襄县（龙）黄炬,襄县BD,商户取消了本次合作
7550862298917062682,平台代运营服务,代运营,凉皮匠,7550849777890560035,许昌市-禹州市,许昌2区（新）,总部账户,,,服务中,区域服务模式,已设置,统一比例抽佣,固定抽佣,餐饮行业,2025-09-18 ~ 2026-09-17,365天,1715711029027582,禹州（龙）-徐世博,禹州BD,
7550865006263617563,平台代运营服务,代运营,闫闫轻食(禹州东区店),7549095650516879423,许昌市-禹州市,许昌2区（新）,总部账户,,,服务中,区域服务模式,已设置,统一比例抽佣,固定抽佣,餐饮行业,2025-09-18 ~ 2026-09-17,365天,161006933772791,禹州（龙）-周进,禹州BD,
7550668530266622006,平台代运营服务,代运营,蛋黄南瓜麻花(鄢陵店),7503466572451710995,许昌市-鄢陵县,许昌2区（新）,总部账户,,,服务中,区域服务模式,待管理员/商家确认,统一比例抽佣,固定抽佣,餐饮行业,2025-09-17 ~ 2026-09-01,350天,2414976262742628,鄢陵（龙）-张跃辉,鄢陵BD,
7550667440851601462,平台代运营服务,代运营,蛋黄南瓜麻花(鄢陵店),7503466572451710995,许昌市-鄢陵县,许昌2区（新）,总部账户,,,订单取消,区域服务模式,,统一比例抽佣,固定抽佣,餐饮行业,2025-09-17 ~ 2026-09-02,351天,2414976262742628,鄢陵（龙）-张跃辉,鄢陵BD,商户拒绝了本次合作
7550639488759400488,平台代运营服务,代运营,鸿禧盛宴,7524151262053533696,许昌市-禹州市,许昌2区（新）,总部账户,,,服务中,区域服务模式,已设置,统一比例抽佣,固定抽佣,餐饮行业,2025-09-17 ~ 2026-09-16,365天,1715711029027582,禹州（龙）-徐世博,禹州BD,
7550623299883337743,平台代运营服务,代运营,郏县全羊饸饹面,7550621955536324660,许昌市-禹州市,许昌2区（新）,总部账户,,,服务中,区域服务模式,已设置,统一比例抽佣,固定抽佣,餐饮行业,2025-09-17 ~ 2026-09-07,356天,2007087309661498,禹州（龙）杨双雨,禹州BD,
7550618901065369615,平台代运营服务,代运营,张胖胖海鲜店,7529778390049277994,许昌市-鄢陵县,许昌2区（新）,总部账户,,,订单终止,区域服务模式,,统一比例抽佣,固定抽佣,餐饮行业,2025-09-17 ~ 2026-09-16,365天,2414976262742628,鄢陵（龙）-张跃辉,鄢陵BD,商户取消了本次合作
7550610242133592110,平台代运营服务,代运营,健英台球会所,7277135952168880180,许昌市-襄城县,许昌2区（新）,总部账户,,,服务中,区域服务模式,已设置,统一比例抽佣,固定抽佣,综合-LE行业,2025-09-17 ~ 2026-09-16,365天,3101044949653036,襄县（龙）-刘一航,襄县BD,
7550594799464745001,平台代运营服务,代运营,酸小哥石锅酸菜鱼·米饭(襄城店),7302021780665796642,许昌市-襄城县,许昌2区（新）,总部账户,,,订单终止,区域服务模式,,统一比例抽佣,固定抽佣,餐饮行业,2025-09-17 ~ 2026-09-16,365天,1250604322671715,襄县（龙）黄炬,襄县BD,超时自动取消合作
7550594739297634358,平台代运营服务,代运营,宴和饺子手擀面,7407036813216385075,许昌市-鄢陵县,许昌2区（新）,总部账户,,,服务中,区域服务模式,已设置,统一比例抽佣,固定抽佣,餐饮行业,2025-09-17 ~ 2026-09-16,365天,3996100405240244,鄢陵（龙）张帅豪,鄢陵BD,
7550591134805166126,平台代运营服务,代运营,静语禅心茶社,7550192492658837504,许昌市-禹州市,许昌2区（新）,总部账户,,,服务中,区域服务模式,已设置,统一比例抽佣,固定抽佣,综合-休娱行业,2025-09-17 ~ 2026-09-16,365天,1715711029027582,禹州（龙）-徐世博,禹州BD,
7550579792140339226,平台代运营服务,代运营,星辰广告(大同路店),7504929378380417078,许昌市-禹州市,许昌2区（新）,总部账户,,,服务中,区域服务模式,已设置,统一比例抽佣,固定抽佣,综合-LE行业,2025-09-17 ~ 2026-09-16,365天,1715711029027582,禹州（龙）-徐世博,禹州BD,
7550578659472771122,平台代运营服务,代运营,砂锅面,7490868569849284671,许昌市-禹州市,许昌2区（新）,总部账户,,,服务中,区域服务模式,已设置,统一比例抽佣,固定抽佣,餐饮行业,2025-09-17 ~ 2026-09-16,365天,42234682544713,禹州（龙）-宋明阳,禹州BD,
7550570317774260263,平台代运营服务,代运营,屹泽衢州鸭头·酱焖大骨,7549952962706049063,许昌市-禹州市,许昌2区（新）,总部账户,,,订单终止,区域服务模式,,统一比例抽佣,固定抽佣,餐饮行业,2025-09-17 ~ 2026-09-16,365天,617291016863258,禹州（龙）付禹博,禹州BD,商户取消了本次合作
7550542978838988826,平台代运营服务,代运营,金典烟酒副食超市,7549106391009544227,许昌市-鄢陵县,许昌2区（新）,总部账户,,,服务中,区域服务模式,已设置,统一比例抽佣,固定抽佣,综合-进场零售行业,2025-09-17 ~ 2026-09-16,365天,4388887347861192,鄢陵（龙）-梁艳聪,鄢陵BD,
7550527221586774056,平台代运营服务,代运营,茹滋,7524593759414143016,许昌市-鄢陵县,许昌2区（新）,总部账户,,,服务中,区域服务模式,已设置,统一比例抽佣,固定抽佣,综合-进场零售行业,2025-09-17 ~ 2026-09-03,352天,2414976262742628,鄢陵（龙）-张跃辉,鄢陵BD,
7550524092479571995,平台代运营服务,代运营,南街宾馆,7550140025090885695,许昌市-鄢陵县,许昌2区（新）,总部账户,,,服务中,区域服务模式,已设置,统一比例抽佣,固定抽佣,酒旅行业,2025-09-17 ~ 2026-09-02,351天,4388887347861192,鄢陵（龙）-梁艳聪,鄢陵BD,
7550519913140733979,平台代运营服务,代运营,如苑生态山庄,7549122239602427939,许昌市-襄城县,许昌2区（新）,总部账户,,,服务中,区域服务模式,已设置,统一比例抽佣,固定抽佣,餐饮行业,2025-09-17 ~ 2026-09-16,365天,1080153489292476,襄县（龙）-郝世博,襄县BD,
7550518298727778356,平台代运营服务,代运营,峰辉超市,7525708449133463571,许昌市-襄城县,许昌2区（新）,总部账户,,,服务中,区域服务模式,已设置,统一比例抽佣,固定抽佣,综合-进场零售行业,2025-09-17 ~ 2026-09-16,365天,1250604322671715,襄县（龙）黄炬,襄县BD,
7550516687688222759,平台代运营服务,代运营,卓艺美术书法,7543458939922106404,许昌市-鄢陵县,许昌2区（新）,总部账户,,,服务中,区域服务模式,已设置,统一比例抽佣,固定抽佣,综合-LE行业,2025-09-17 ~ 2026-09-15,364天,4388887347861192,鄢陵（龙）-梁艳聪,鄢陵BD,
7550496972768200731,平台代运营服务,代运营,闫闫轻食(禹州东区店),7549095650516879423,许昌市-禹州市,许昌2区（新）,总部账户,,,订单取消,区域服务模式,,统一比例抽佣,固定抽佣,餐饮行业,2025-09-17 ~ 2026-09-14,363天,2007087309661498,禹州（龙）杨双雨,禹州BD,该订单已超过服务开始时间
7550495673687361588,平台代运营服务,代运营,老颍川火烧夹菜,7550156776407926820,许昌市-禹州市,许昌2区（新）,总部账户,,,服务中,区域服务模式,已设置,统一比例抽佣,固定抽佣,餐饮行业,2025-09-17 ~ 2026-09-16,365天,617291016863258,禹州（龙）付禹博,禹州BD,
7550492425195292672,平台代运营服务,代运营,美研轻奢皮肤管理中心,7549501751305537536,许昌市-禹州市,许昌2区（新）,总部账户,,,服务中,区域服务模式,已设置,统一比例抽佣,固定抽佣,综合-丽人行业,2025-09-17 ~ 2026-09-16,365天,1715711029027582,禹州（龙）-徐世博,禹州BD,
7550491725530204202,平台代运营服务,代运营,多多烟酒(西街居民小区店),7549400764238579712,许昌市-禹州市,许昌2区（新）,总部账户,,,服务中,区域服务模式,已设置,统一比例抽佣,固定抽佣,综合-进场零售行业,2025-09-17 ~ 2026-09-16,365天,1715711029027582,禹州（龙）-徐世博,禹州BD,
7550491230577133614,平台代运营服务,代运营,大新鸡排,7316830909116712998,许昌市-禹州市,许昌2区（新）,总部账户,,,订单终止,区域服务模式,,统一比例抽佣,固定抽佣,餐饮行业,2025-09-17 ~ 2026-09-16,365天,2007087309661498,禹州（龙）杨双雨,禹州BD,商户取消了本次合作
7550490411270293556,平台代运营服务,代运营,王和后康养馆,7550132431782594603,许昌市-禹州市,许昌2区（新）,总部账户,,,服务中,区域服务模式,已设置,统一比例抽佣,固定抽佣,综合-丽人行业,2025-09-17 ~ 2026-09-16,365天,1715711029027582,禹州（龙）-徐世博,禹州BD,
7550488855894050850,平台代运营服务,代运营,嗖小妖养生减肥护肤(鼓楼商业步行街店),7547168091071891456,许昌市-鄢陵县,许昌2区（新）,总部账户,,,订单终止,区域服务模式,,统一比例抽佣,固定抽佣,综合-丽人行业,2025-09-17 ~ 2026-09-16,365天,4388887347861192,鄢陵（龙）-梁艳聪,鄢陵BD,商户取消了本次合作
7550488259672442922,平台代运营服务,代运营,不一样热干面,7550233496472569883,许昌市-鄢陵县,许昌2区（新）,总部账户,,,服务中,区域服务模式,已设置,统一比例抽佣,固定抽佣,餐饮行业,2025-09-18 ~ 2026-09-16,364天,3996100405240244,鄢陵（龙）张帅豪,鄢陵BD,
7550250595384805376,平台代运营服务,代运营,宴和饺子手擀面,7407036813216385075,许昌市-鄢陵县,许昌2区（新）,总部账户,,,订单终止,区域服务模式,,统一比例抽佣,固定抽佣,餐饮行业,2025-09-19 ~ 2026-09-18,365天,3996100405240244,鄢陵（龙）张帅豪,鄢陵BD,商户取消了本次合作
7550249683332581376,平台代运营服务,代运营,零叁柒电竞(文昌阁店),7546550142829168679,许昌市-禹州市,许昌2区（新）,总部账户,,,服务中,区域服务模式,已设置,统一比例抽佣,固定抽佣,综合-休娱行业,2025-09-16 ~ 2026-09-15,365天,1715711029027582,禹州（龙）-徐世博,禹州BD,
7550243872069224502,平台代运营服务,代运营,一招鲜炒公鸡,7206660093776136253,许昌市-禹州市,许昌2区（新）,总部账户,,,服务中,区域服务模式,已设置,统一比例抽佣,固定抽佣,餐饮行业,2025-09-16 ~ 2026-09-15,365天,2007087309661498,禹州（龙）杨双雨,禹州BD,
7550229949706356787,平台代运营服务,代运营,喜客来生活超市,7488339036763965503,许昌市-襄城县,许昌2区（新）,总部账户,,,订单终止,区域服务模式,,统一比例抽佣,固定抽佣,综合-进场零售行业,2025-09-16 ~ 2026-09-15,365天,1250604322671715,襄县（龙）黄炬,襄县BD,超时自动取消合作
7550226874456967206,平台代运营服务,代运营,悦己女装,7541304332130469923,许昌市-鄢陵县,许昌2区（新）,总部账户,,,订单终止,区域服务模式,,统一比例抽佣,固定抽佣,综合-进场零售行业,2025-09-16 ~ 2026-09-15,365天,2414976262742628,鄢陵（龙）-张跃辉,鄢陵BD,商户取消了本次合作
7550200908093851658,平台代运营服务,代运营,六小六豆花鱼,7209893236492011535,许昌市-襄城县,许昌2区（新）,总部账户,,,订单终止,区域服务模式,,商品自定义比例抽佣,固定抽佣,餐饮行业,2025-09-16 ~ 2026-09-15,365天,3101044949653036,襄县（龙）-刘一航,襄县BD,商户取消了本次合作
7550179779182462991,平台代运营服务,代运营,文新茶艺馆(建坤御园店),7550141852171651087,许昌市-鄢陵县,许昌2区（新）,总部账户,,,服务中,区域服务模式,已设置,统一比例抽佣,固定抽佣,综合-休娱行业,2025-09-16 ~ 2026-09-02,352天,2414976262742628,鄢陵（龙）-张跃辉,鄢陵BD,
7550166305077643315,平台代运营服务,代运营,小强鲜炒酱爆鸡,7549786168917887028,许昌市-襄城县,许昌2区（新）,总部账户,,,服务中,区域服务模式,已设置,统一比例抽佣,固定抽佣,餐饮行业,2025-09-16 ~ 2026-09-15,365天,3101044949653036,襄县（龙）-刘一航,襄县BD,
7550159500885575732,平台代运营服务,代运营,金悦时尚酒店(鄢陵店),7246958062169229351,许昌市-鄢陵县,许昌2区（新）,总部账户,,,服务中,区域服务模式,已设置,统一比例抽佣,固定抽佣,酒旅行业,2025-09-16 ~ 2026-09-15,365天,2722834096868398,鄢陵（龙）-张帅兵,鄢陵BD,
7550143346400888878,平台代运营服务,代运营,一分利超市(康桥加盟店),7549883207194298418,许昌市-鄢陵县,许昌2区（新）,总部账户,,,服务中,区域服务模式,已设置,统一比例抽佣,固定抽佣,综合-进场零售行业,2025-09-16 ~ 2026-09-15,365天,3996100405240244,鄢陵（龙）张帅豪,鄢陵BD,
7550141870295435291,平台代运营服务,代运营,鄢陵县花蜀坊火锅餐饮店,7184279662778910772,许昌市-鄢陵县,许昌2区（新）,总部账户,,,服务中,区域服务模式,已设置,统一比例抽佣,固定抽佣,餐饮行业,2025-09-24 ~ 2026-09-23,365天,2722834096868398,鄢陵（龙）-张帅兵,鄢陵BD,
7549885126214584330,平台代运营服务,代运营,韦亮记黄焖鸡米饭(清华源店),7549876988774565888,许昌市-襄城县,许昌2区（新）,总部账户,,,服务中,区域服务模式,已设置,统一比例抽佣,固定抽佣,餐饮行业,2025-09-15 ~ 2026-09-14,365天,1250604322671715,襄县（龙）黄炬,襄县BD,
7549867173566351375,平台代运营服务,代运营,福进门购物中心,7549547478350137390,许昌市-襄城县,许昌2区（新）,总部账户,,,服务中,区域服务模式,已设置,统一比例抽佣,固定抽佣,综合-进场零售行业,2025-09-15 ~ 2026-09-14,365天,3101044949653036,襄县（龙）-刘一航,襄县BD,
7549850191215527946,平台代运营服务,代运营,玩皮匠汽车,7549863277862324233,许昌市-襄城县,许昌2区（新）,总部账户,,,服务中,区域服务模式,已设置,统一比例抽佣,固定抽佣,综合-LE行业,2025-09-15 ~ 2026-09-14,365天,1250604322671715,襄县（龙）黄炬,襄县BD,
7549809849036048430,平台代运营服务,代运营,九九鸭脖(朱元街店),7549821817213831209,许昌市-鄢陵县,许昌2区（新）,总部账户,,,服务中,区域服务模式,已设置,统一比例抽佣,固定抽佣,餐饮行业,2025-09-15 ~ 2026-09-14,365天,2414976262742628,鄢陵（龙）-张跃辉,鄢陵BD,
7549788549521197075,平台代运营服务,代运营,御见食养家,7549788454105483299,许昌市-襄城县,许昌2区（新）,总部账户,,,服务中,区域服务模式,已设置,统一比例抽佣,固定抽佣,综合-丽人行业,2025-09-15 ~ 2026-09-14,365天,1250604322671715,襄县（龙）黄炬,襄县BD,
7549760476248000562,平台代运营服务,代运营,硕旗红烧猪蹄店,7398814910643243008,许昌市-襄城县,许昌2区（新）,总部账户,,,服务中,区域服务模式,未设置,商品自定义比例抽佣,固定抽佣,餐饮行业,2025-09-15 ~ 2026-09-14,365天,3101044949653036,襄县（龙）-刘一航,襄县BD,
